city,tract,county,Total,White,Black,Native,Asian,Pacific Islander,Other,Two or More
 New York,197, Kings County,3615,1972,1252,0,236,0,49,106
 New York,215, Kings County,5544,2264,2372,25,328,0,112,443
 New York,272, Kings County,3738,1792,0,0,1207,0,712,27
 New York,355, Kings County,5374,1097,4021,0,0,0,99,157
 New York,365.02, Kings County,1288,103,880,0,10,0,276,19
 New York,393, Kings County,3790,1704,1099,73,247,0,567,100
 New York,1174, Kings County,4465,2279,1115,0,304,0,738,29
 New York,1176.02, Kings County,3000,1277,709,0,43,0,861,110
 New York,1220, Kings County,5495,299,4917,0,45,0,198,36
 New York,313, Kings County,4675,832,3500,20,71,0,93,159
 New York,1014, Kings County,2263,142,1855,0,124,0,126,16
 New York,1118, Kings County,3336,565,2427,0,0,0,340,4
 New York,1158, Kings County,2838,268,1952,21,1,0,534,62
 New York,403, Kings County,3687,901,2282,0,87,0,390,27
 New York,428, Kings County,3879,2359,72,0,1319,0,88,41
 New York,470, Kings County,2708,2541,2,0,87,0,40,38
 New York,198, Kings County,1791,837,7,41,767,0,61,78
 New York,297, Kings County,4373,498,3549,0,71,0,25,230
 New York,335, Kings County,3089,2134,809,0,39,0,54,53
 New York,391, Kings County,2782,1267,769,0,125,0,500,121
 New York,868, Kings County,3325,124,2771,36,74,0,258,62
 New York,916, Kings County,3787,279,3155,0,0,0,252,101
 New York,1012, Kings County,2235,162,1888,0,118,0,67,0
 New York,72, Kings County,1890,682,56,7,369,0,649,127
 New York,100, Kings County,6178,1668,41,92,3320,0,1000,57
 New York,138, Kings County,3083,2197,100,0,424,0,217,145
 New York,283, Kings County,3988,1273,2036,16,78,0,441,144
 New York,369, Kings County,5907,675,4233,0,65,0,795,139
 New York,1006, Kings County,2500,172,2154,0,50,0,36,88
 New York,1160, Kings County,2235,210,1786,4,0,0,219,16
 New York,1192, Kings County,2913,708,1411,11,114,0,598,71
 New York,196, Kings County,3822,1897,35,0,1275,0,559,56
 New York,234, Kings County,4578,4427,11,14,0,0,126,0
 New York,265, Kings County,3991,1098,2202,28,80,0,356,227
 New York,406, Kings County,3816,1263,24,0,1896,0,606,27
 New York,476, Kings County,3800,3312,143,0,13,0,317,15
 New York,542, Kings County,4480,3708,83,0,132,0,557,0
 New York,219, Kings County,3568,967,2118,0,248,0,161,74
 New York,401, Kings County,3169,854,1455,0,109,0,648,103
 New York,253, Kings County,3383,1472,1618,0,225,0,36,32
 New York,1162, Kings County,2299,94,1854,24,62,44,83,138
 New York,1166, Kings County,2904,663,1661,0,0,60,427,93
 New York,331, Kings County,4064,2487,1568,0,0,0,0,9
 New York,357, Kings County,2440,142,2004,8,10,0,215,61
 New York,1170, Kings County,1860,575,671,0,84,0,483,47
 New York,1172.01, Kings County,2662,680,464,0,94,37,1260,127
 New York,900, Kings County,4269,342,3324,0,8,0,422,173
 New York,996, Kings County,3715,251,3311,0,103,0,50,0
 New York,5.01, Kings County,4419,3376,208,0,476,10,100,249
 New York,5.02, Kings County,2570,2164,127,0,202,0,14,63
 New York,15, Kings County,8088,2988,2065,13,1615,21,908,478
 New York,44, Kings County,2511,2107,19,0,289,0,13,83
 New York,53, Kings County,2245,1515,293,7,55,0,242,133
 New York,166, Kings County,1863,1650,0,3,184,0,13,13
 New York,119, Kings County,1377,1023,61,0,71,0,129,93
 New York,126, Kings County,2856,928,137,115,969,0,543,164
 New York,152, Kings County,2382,1548,116,0,615,0,45,58
 New York,211, Kings County,1893,594,731,0,109,0,397,62
 New York,271, Kings County,2775,309,2185,0,186,0,47,48
 New York,305, Kings County,6350,2871,2572,0,372,0,417,118
 New York,348, Kings County,2819,1093,117,0,526,0,1061,22
 New York,356.01, Kings County,3035,2761,204,0,0,4,0,66
 New York,356.02, Kings County,5219,5032,2,0,139,0,0,46
 New York,374.01, Kings County,4238,3101,240,0,452,0,238,207
 New York,374.02, Kings County,5098,2934,224,0,908,0,647,385
 New York,159, Kings County,5314,4300,193,0,377,0,312,132
 New York,167, Kings County,5531,4857,99,0,356,0,35,184
 New York,31, Kings County,3033,1393,860,0,565,0,15,200
 New York,43, Kings County,3496,2398,374,0,332,27,80,285
 New York,51, Kings County,2791,2047,127,0,163,0,223,231
 New York,69, Kings County,3575,2979,164,0,168,0,135,129
 New York,448, Kings County,1965,1515,0,0,130,0,130,190
 New York,450, Kings County,537,519,0,0,14,0,4,0
 New York,458, Kings County,1508,1452,36,20,0,0,0,0
 New York,440, Kings County,2862,2508,71,0,98,0,134,51
 New York,421, Kings County,4226,1657,640,58,210,0,1581,80
 New York,425, Kings County,3104,1534,417,0,119,0,796,238
 New York,432, Kings County,4323,1752,33,0,1935,0,397,206
 New York,447, Kings County,2378,1102,454,0,90,4,648,80
 New York,456, Kings County,2376,1631,21,0,441,0,10,273
 New York,922, Kings County,2515,54,2426,0,0,0,0,35
 New York,944.02, Kings County,3122,248,2685,0,70,0,111,8
 New York,964, Kings County,1769,89,1538,0,127,0,15,0
 New York,1016, Kings County,1802,58,1660,8,69,0,7,0
 New York,1018, Kings County,2345,96,1857,0,199,0,74,119
 New York,1020, Kings County,2325,286,1978,0,0,0,20,41
 New York,1078, Kings County,4154,200,3488,0,0,0,408,58
 New York,1106, Kings County,3993,260,2897,0,9,0,649,178
 New York,382, Kings County,6188,659,2625,0,1032,0,1552,320
 New York,389, Kings County,2994,1319,281,92,377,0,891,34
 New York,434, Kings County,3389,1998,107,0,1207,0,33,44
 New York,435, Kings County,4912,1287,1136,0,100,0,2203,186
 New York,311, Kings County,2998,225,2430,0,15,0,175,153
 New York,314, Kings County,5138,3854,22,20,1126,0,116,0
 New York,341, Kings County,2937,415,2281,0,35,0,149,57
 New York,1182.01, Kings County,2859,1437,704,48,102,0,510,58
 New York,353, Kings County,5091,1141,3310,0,158,0,337,145
 New York,646, Kings County,2297,2001,48,26,170,0,21,31
 New York,654, Kings County,1486,1180,35,0,208,0,13,50
 New York,956, Kings County,4539,446,3912,33,116,0,32,0
 New York,960, Kings County,0,0,0,0,0,0,0,0
 New York,986, Kings County,2961,88,2712,0,53,0,65,43
 New York,1026, Kings County,2868,89,2649,12,41,0,56,21
 New York,1034, Kings County,4145,252,3109,40,0,0,697,47
 New York,1070, Kings County,1968,140,1538,0,93,0,157,40
 New York,1142.01, Kings County,1700,526,397,0,32,0,622,123
 New York,41, Kings County,3642,2659,398,0,305,0,165,115
 New York,52.01, Kings County,1666,1316,11,12,286,0,41,0
 New York,56.01, Kings County,2462,2075,163,0,100,0,67,57
 New York,56.02, Kings County,1606,1209,31,0,228,0,100,38
 New York,58, Kings County,3092,2166,53,0,503,0,270,100
 New York,59, Kings County,1253,822,123,0,30,0,187,91
 New York,64, Kings County,3062,2407,57,0,309,0,212,77
 New York,94, Kings County,5253,979,96,0,3228,0,827,123
 New York,104, Kings County,5362,489,61,0,4531,0,244,37
 New York,130, Kings County,5028,2641,216,50,1097,0,610,414
 New York,132, Kings County,2200,700,72,0,1161,0,261,6
 New York,206, Kings County,2417,1657,11,0,655,0,94,0
 New York,210, Kings County,4153,1360,47,0,2070,0,634,42
 New York,222, Kings County,3943,3741,0,0,137,0,0,65
 New York,227, Kings County,3654,1271,1934,0,147,10,65,227
 New York,230, Kings County,4171,3543,117,0,340,0,116,55
 New York,248, Kings County,2749,1170,37,18,1198,0,276,50
 New York,252, Kings County,4921,2081,119,44,1770,0,731,176
 New York,257, Kings County,2136,797,724,68,52,0,440,55
 New York,262, Kings County,2550,958,42,0,1202,0,270,78
 New York,267, Kings County,4095,1188,2419,0,95,0,186,207
 New York,511, Kings County,4262,2285,557,0,824,0,373,223
 New York,515, Kings County,2289,1627,164,0,196,0,232,70
 New York,527, Kings County,6465,3080,532,48,366,0,2051,388
 New York,529, Kings County,3721,3514,66,0,0,0,129,12
 New York,547, Kings County,5444,4474,258,0,188,0,404,120
 New York,556, Kings County,3678,3038,30,0,442,0,73,95
 New York,564, Kings County,2519,1980,42,0,389,76,27,5
 New York,570, Kings County,3494,2210,100,0,1011,0,155,18
 New York,579, Kings County,1117,739,122,8,38,0,171,39
 New York,584, Kings County,3415,2333,218,0,676,0,133,55
 New York,586, Kings County,2901,703,22,0,1830,0,327,19
 New York,2, Kings County,1243,561,48,0,62,0,510,62
 New York,7, Kings County,4010,3241,59,0,365,0,68,277
 New York,642, Kings County,2276,1829,89,0,184,0,72,102
 New York,680, Kings County,2293,279,1690,0,113,0,99,112
 New York,724, Kings County,1841,94,1703,0,1,0,0,43
 New York,728, Kings County,3811,260,3382,0,99,0,55,15
 New York,750, Kings County,2711,2161,311,0,88,0,79,72
 New York,760, Kings County,3108,2768,127,0,110,0,50,53
 New York,816, Kings County,2573,151,2004,0,149,0,207,62
 New York,828, Kings County,4013,252,3438,22,8,0,230,63
 New York,832, Kings County,2089,0,2019,0,50,0,8,12
 New York,850, Kings County,1525,15,1502,8,0,0,0,0
 New York,371, Kings County,4570,324,3713,0,90,0,348,95
 New York,379, Kings County,3878,475,3133,0,42,0,181,47
 New York,412, Kings County,3168,1875,0,25,1059,0,165,44
 New York,413, Kings County,3965,1012,2010,0,127,0,686,130
 New York,414.02, Kings County,1763,1613,0,0,0,0,150,0
 New York,417, Kings County,3101,925,1200,17,111,0,714,134
 New York,422, Kings County,3586,2483,90,83,160,0,235,535
 New York,427, Kings County,5064,2666,396,14,294,0,1511,183
 New York,436, Kings County,4678,2979,54,42,1108,0,343,152
 New York,443, Kings County,5014,2052,357,0,910,0,1608,87
 New York,446, Kings County,2171,1039,28,0,830,0,265,9
 New York,608, Kings County,3424,2595,147,0,616,0,23,43
 New York,54, Kings County,3177,2484,62,24,421,0,83,103
 New York,62, Kings County,2700,1943,90,0,472,0,42,153
 New York,243, Kings County,4165,1534,2081,0,150,0,212,188
 New York,65, Kings County,5842,5145,90,0,251,0,76,280
 New York,11, Kings County,1359,1004,72,0,185,0,27,71
 New York,35, Kings County,1892,871,643,0,128,0,155,95
 New York,259.02, Kings County,3558,667,1899,11,116,0,831,34
 New York,270, Kings County,2158,1235,31,10,799,0,67,16
 New York,273, Kings County,3317,344,2801,17,57,0,7,91
 New York,632, Kings County,1604,1352,21,0,185,0,46,0
 New York,644, Kings County,3021,2187,81,21,635,0,54,43
 New York,658, Kings County,1963,1380,30,0,498,0,37,18
 New York,660, Kings County,2231,1702,12,0,394,0,0,123
 New York,670, Kings County,2888,770,1666,0,239,0,152,61
 New York,690, Kings County,2146,398,1437,0,97,0,129,85
 New York,692, Kings County,2918,259,2196,0,114,11,199,139
 New York,1120, Kings County,3068,926,1992,0,0,0,92,58
 New York,274, Kings County,3271,1842,36,0,1113,0,105,175
 New York,275, Kings County,4439,840,3008,0,229,0,155,207
 New York,287, Kings County,3003,848,1628,27,334,0,154,12
 New York,1024, Kings County,2307,88,2068,0,129,0,11,11
 New York,988, Kings County,3247,224,2761,0,104,0,119,39
 New York,992, Kings County,2370,93,2195,0,30,0,28,24
 New York,1010, Kings County,2247,83,1806,0,152,0,158,48
 New York,1124, Kings County,3316,74,2870,0,0,0,349,23
 New York,1128, Kings County,4012,507,3365,0,0,0,118,22
 New York,235, Kings County,4316,2784,695,0,244,0,509,84
 New York,240, Kings County,4562,4326,57,0,4,0,128,47
 New York,241, Kings County,2707,1757,405,127,88,0,190,140
 New York,250, Kings County,1755,345,0,25,1058,0,313,14
 New York,254, Kings County,4083,1643,0,10,2259,0,39,132
 New York,258, Kings County,4486,1876,2,0,1753,0,855,0
 New York,259.01, Kings County,2228,837,965,0,13,0,334,79
 New York,260, Kings County,3174,1246,19,0,1636,0,235,38
 New York,538, Kings County,4640,3916,66,30,400,0,173,55
 New York,525, Kings County,3451,2536,332,0,115,0,395,73
 New York,526, Kings County,4658,2118,1034,154,613,0,634,105
 New York,535, Kings County,4110,3821,188,20,0,0,81,0
 New York,549, Kings County,3999,3047,57,0,289,0,260,346
 New York,552, Kings County,3296,2543,19,0,393,0,2,339
 New York,591, Kings County,3979,3417,280,0,110,0,23,149
 New York,18, Kings County,1959,750,853,34,35,0,218,69
 New York,23, Kings County,4352,317,2186,96,722,0,673,358
 New York,29.01, Kings County,4533,365,2429,95,884,0,684,76
 New York,34, Kings County,3056,1785,217,0,849,0,150,55
 New York,38, Kings County,1436,1055,0,0,254,0,0,127
 New York,45, Kings County,3546,2889,127,0,362,0,8,160
 New York,52.02, Kings County,2299,2075,99,0,55,15,20,35
 New York,63, Kings County,1922,1688,26,0,67,0,23,118
 New York,68, Kings County,4932,2875,47,20,899,0,987,104
 New York,71, Kings County,4890,1475,1835,0,201,0,1297,82
 New York,77, Kings County,5172,3658,131,30,522,0,358,473
 New York,492, Kings County,3038,1773,311,25,684,0,208,37
 New York,502.02, Kings County,2360,2060,25,12,88,0,63,112
 New York,503, Kings County,2591,1954,53,110,181,0,183,110
 New York,519, Kings County,5217,4171,250,0,486,0,66,244
 New York,530, Kings County,4098,2669,77,0,1092,0,218,42
 New York,572, Kings County,5427,1398,2784,0,444,0,582,219
 New York,555, Kings County,6877,4674,417,0,986,0,464,336
 New York,557, Kings County,1933,1587,53,22,135,0,88,48
 New York,569, Kings County,1580,1404,25,0,62,6,15,68
 New York,573, Kings County,2410,1852,207,29,131,0,49,142
 New York,575, Kings County,3702,3002,21,0,182,0,287,210
 New York,1130, Kings County,3970,181,3479,27,0,0,170,113
 New York,1132, Kings County,1972,79,1813,8,16,0,56,0
 New York,1172.02, Kings County,3344,1328,1282,0,71,2,522,139
 New York,1184, Kings County,5011,2119,1203,0,517,0,1164,8
 New York,1186, Kings County,2727,1017,999,6,312,0,372,21
 New York,1188, Kings County,4408,1396,1729,0,991,0,271,21
 New York,1194, Kings County,4466,1093,2973,0,72,0,317,11
 New York,1208, Kings County,9595,967,7968,61,232,0,165,202
 New York,1214, Kings County,4716,691,3040,36,0,0,849,100
 New York,172, Kings County,3282,1449,2,0,1365,9,290,167
 New York,175, Kings County,0,0,0,0,0,0,0,0
 New York,182, Kings County,3668,1431,65,0,1812,0,257,103
 New York,188, Kings County,2702,1659,7,0,940,0,76,20
 New York,216, Kings County,4769,4156,0,0,541,0,72,0
 New York,226, Kings County,2040,1074,38,0,261,0,650,17
 New York,232, Kings County,5406,4817,31,0,383,0,175,0
 New York,238, Kings County,3857,3820,0,0,0,0,0,37
 New York,548, Kings County,2046,1909,10,0,22,0,25,80
 New York,375, Kings County,3221,843,1589,93,301,0,285,110
 New York,846, Kings County,1973,121,1755,0,0,0,75,22
 New York,902, Kings County,3140,456,2157,6,201,5,272,43
 New York,906, Kings County,3288,346,2259,31,0,0,600,52
 New York,160, Kings County,3965,2453,161,0,731,32,492,96
 New York,180, Kings County,3352,1752,50,0,1186,0,354,10
 New York,203, Kings County,1825,813,583,7,233,0,129,60
 New York,205, Kings County,2918,1489,729,14,377,0,46,263
 New York,214, Kings County,2252,1179,0,0,979,0,94,0
 New York,217, Kings County,3962,979,1895,0,311,0,620,157
 New York,242, Kings County,2872,2615,0,0,251,0,6,0
 New York,244, Kings County,3829,3120,7,0,320,13,344,25
 New York,261, Kings County,4781,1176,2465,68,115,10,636,311
 New York,277, Kings County,4735,581,3591,37,45,0,187,294
 New York,282, Kings County,3564,1554,2,10,1805,0,91,102
 New York,288, Kings County,3566,1477,18,0,1389,0,664,18
 New York,290, Kings County,4118,2721,0,0,1034,0,164,199
 New York,302, Kings County,4608,1633,56,0,2707,0,118,94
 New York,308, Kings County,1988,1525,22,0,401,0,40,0
 New York,200, Kings County,2427,1214,11,0,884,0,311,7
 New York,176, Kings County,2563,1373,22,0,784,0,332,52
 New York,218, Kings County,3449,2988,39,0,114,0,295,13
 New York,185.01, Kings County,4600,837,2959,32,243,0,446,83
 New York,202, Kings County,1910,1282,0,33,581,0,0,14
 New York,208, Kings County,3253,966,123,60,1780,0,0,324
 New York,229, Kings County,3841,1526,1801,12,333,9,101,59
 New York,233, Kings County,5252,1772,2549,0,256,0,310,365
 New York,245, Kings County,4534,1266,2669,0,446,0,31,122
 New York,582, Kings County,2759,1548,59,153,440,0,431,128
 New York,598, Kings County,3541,2473,194,108,414,0,207,145
 New York,251, Kings County,3534,765,2077,0,86,0,350,256
 New York,255, Kings County,5865,1140,2761,71,114,0,1333,446
 New York,264, Kings County,4776,1584,68,44,2201,0,847,32
 New York,269, Kings County,3121,544,2291,0,215,0,29,42
 New York,281, Kings County,4649,934,2453,8,129,0,858,267
 New York,284, Kings County,3553,2068,60,14,1139,0,201,71
 New York,293, Kings County,3315,558,2138,75,203,0,292,49
 New York,303, Kings County,4795,162,3652,0,72,0,755,154
 New York,315, Kings County,4787,1816,2409,0,163,0,129,270
 New York,70, Kings County,2629,1568,149,71,450,0,336,55
 New York,106, Kings County,4426,450,137,0,3396,0,314,129
 New York,108, Kings County,3795,405,60,0,2852,0,461,17
 New York,121, Kings County,2020,1371,90,0,185,0,296,78
 New York,129.02, Kings County,2390,1681,254,6,136,0,217,96
 New York,137, Kings County,3512,2400,377,0,290,0,210,235
 New York,143, Kings County,3469,2189,211,10,213,0,492,354
 New York,151, Kings County,4216,3291,127,0,246,0,75,477
 New York,154, Kings County,0,0,0,0,0,0,0,0
 New York,157, Kings County,4049,3085,301,0,425,0,26,212
 New York,165, Kings County,6003,4890,166,14,554,0,114,265
 New York,178, Kings County,3215,1297,86,0,1262,11,553,6
 New York,179, Kings County,4318,1052,2309,0,261,0,208,488
 New York,191, Kings County,2788,1715,522,0,253,0,161,137
 New York,362, Kings County,3290,1765,65,32,443,0,864,121
 New York,366, Kings County,4695,2334,104,0,1470,0,571,216
 New York,359, Kings County,5410,168,4849,16,64,0,234,79
 New York,360.01, Kings County,3152,3002,31,0,0,0,22,97
 New York,361, Kings County,2830,219,2183,0,21,0,371,36
 New York,363, Kings County,4716,224,3894,52,17,0,464,65
 New York,505, Kings County,3817,1698,741,43,506,0,633,196
 New York,468, Kings County,2220,2139,8,0,50,0,0,23
 New York,484, Kings County,5711,4142,390,0,699,0,111,369
 New York,495, Kings County,2654,1944,148,0,273,0,204,85
 New York,537, Kings County,3710,3621,44,0,30,0,10,5
 New York,543, Kings County,408,220,51,0,33,0,79,25
 New York,558, Kings County,2398,1959,36,0,298,0,33,72
 New York,628, Kings County,4588,4023,0,9,494,0,28,34
 New York,565, Kings County,3081,2660,14,0,164,0,185,58
 New York,568, Kings County,1548,955,0,0,373,0,110,110
 New York,610.02, Kings County,4091,4034,0,0,0,0,40,17
 New York,592, Kings County,4229,2510,328,0,951,0,259,181
 New York,636, Kings County,1464,1244,0,0,179,0,10,31
 New York,648, Kings County,2191,1456,562,0,72,0,75,26
 New York,652, Kings County,1121,1041,30,0,25,0,0,25
 New York,662, Kings County,1663,1374,21,0,145,0,104,19
 New York,676, Kings County,1797,133,1517,0,90,0,57,0
 New York,698, Kings County,1392,965,78,0,193,0,91,65
 New York,720, Kings County,2141,137,1820,0,121,0,32,31
 New York,736, Kings County,3478,349,2256,0,284,0,517,72
 New York,742, Kings County,3359,1453,1580,0,71,0,188,67
 New York,746, Kings County,2637,1866,542,0,70,0,99,60
 New York,766, Kings County,2294,421,1554,0,67,0,206,46
 New York,770, Kings County,3065,502,2056,0,250,0,141,116
 New York,780, Kings County,2210,69,2088,0,5,0,28,20
 New York,784, Kings County,2558,114,2210,0,55,0,153,26
 New York,1142.02, Kings County,3013,1053,1191,0,0,1,635,133
 New York,1176.01, Kings County,3231,1140,1177,0,94,0,762,58
 New York,453, Kings County,2482,1131,668,0,98,0,545,40
 New York,499, Kings County,1827,1564,14,0,134,0,62,53
 New York,488, Kings County,3918,2120,231,0,940,0,293,334
 New York,491, Kings County,6594,2214,1340,89,2233,22,589,107
 New York,496, Kings County,4303,1877,126,138,1220,0,875,67
 New York,504, Kings County,4534,2666,584,0,550,0,527,207
 New York,533, Kings County,6766,6657,26,0,72,0,0,11
 New York,553, Kings County,2953,2335,29,0,322,0,167,100
 New York,563, Kings County,5071,3856,158,0,370,0,369,318
 New York,594.01, Kings County,7457,4132,36,0,2985,0,207,97
 New York,600, Kings County,6700,5748,51,0,668,0,90,143
 New York,606, Kings County,2777,1990,23,12,470,0,183,99
 New York,674, Kings County,1972,398,1351,0,87,0,100,36
 New York,686, Kings County,1776,941,577,0,147,0,99,12
 New York,321, Kings County,5582,1470,3510,0,140,0,402,60
 New York,328, Kings County,2593,400,1150,31,845,0,148,19
 New York,351, Kings County,4295,963,2565,12,39,0,474,242
 New York,732, Kings County,2355,70,2003,0,211,0,71,0
 New York,740, Kings County,3636,383,2324,0,587,0,297,45
 New York,748, Kings County,1929,1372,403,0,123,0,31,0
 New York,754, Kings County,1466,1460,3,0,0,0,3,0
 New York,762, Kings County,4651,2726,655,0,891,0,379,0
 New York,818, Kings County,4631,460,3925,0,170,0,63,13
 New York,822, Kings County,7485,641,6148,0,86,0,372,238
 New York,830, Kings County,6184,252,5509,0,166,0,183,74
 New York,834, Kings County,1554,0,1406,0,93,0,0,55
 New York,528, Kings County,1814,1162,70,0,412,0,88,82
 New York,550, Kings County,3330,2630,111,0,352,0,192,45
 New York,589, Kings County,1690,1432,75,0,106,0,34,43
 New York,626, Kings County,2739,1366,239,0,792,0,167,175
 New York,263, Kings County,1844,481,1147,32,41,3,117,23
 New York,279, Kings County,3668,565,2854,0,23,0,38,188
 New York,286, Kings County,4956,2619,134,102,1351,0,203,547
 New York,612, Kings County,1029,1014,0,0,0,0,15,0
 New York,445, Kings County,4796,1674,420,81,480,0,1948,193
 New York,472, Kings County,2579,2532,31,0,16,0,0,0
 New York,544, Kings County,3764,2779,0,0,854,0,49,82
 New York,682, Kings County,3112,867,1945,0,181,0,67,52
 New York,806, Kings County,3743,1428,2016,0,152,0,126,21
 New York,854, Kings County,1998,91,1684,0,3,0,132,88
 New York,910, Kings County,4250,300,3249,0,0,0,541,160
 New York,170, Kings County,3578,1767,59,0,1556,0,196,0
 New York,571, Kings County,3873,3537,60,0,107,0,34,135
 New York,700, Kings County,1616,1492,85,7,32,0,0,0
 New York,758, Kings County,1633,1582,9,0,18,0,7,17
 New York,864, Kings County,2284,11,2251,0,0,0,15,7
 New York,866, Kings County,3079,25,2699,37,129,0,75,114
 New York,876, Kings County,1593,242,1252,0,62,0,33,4
 New York,13, Kings County,2217,1461,212,0,242,0,214,88
 New York,20, Kings County,1396,741,71,48,109,0,390,37
 New York,36, Kings County,3775,2804,65,23,607,0,167,109
 New York,39, Kings County,2364,1569,194,12,456,0,77,56
 New York,75, Kings County,4925,3975,61,56,292,0,236,305
 New York,76, Kings County,5146,2194,122,0,867,0,1505,458
 New York,84, Kings County,3879,1817,117,0,219,0,1578,148
 New York,998, Kings County,3537,264,3097,0,0,0,63,113
 New York,1022, Kings County,2217,135,1694,0,235,0,88,65
 New York,840, Kings County,2469,91,2276,0,38,0,20,44
 New York,147, Kings County,2473,1764,110,0,122,0,365,112
 New York,213, Kings County,4279,920,3089,0,59,0,95,116
 New York,246, Kings County,2942,1746,2,7,1010,0,156,21
 New York,301, Kings County,2924,181,2589,0,54,0,21,79
 New York,330, Kings County,5267,1541,2750,0,251,0,508,217
 New York,212, Kings County,4525,1085,0,0,2975,0,434,31
 New York,381, Kings County,5342,558,4244,0,73,0,348,119
 New York,404, Kings County,2391,1097,15,0,1133,5,118,23
 New York,276, Kings County,3804,1559,9,0,1261,0,884,91
 New York,386, Kings County,3498,1629,2,0,1262,0,365,240
 New York,430, Kings County,3492,1645,0,0,1609,0,195,43
 New York,486, Kings County,3292,1297,106,0,1314,0,544,31
 New York,1028, Kings County,1691,67,1557,0,24,0,43,0
 New York,1110, Kings County,3330,424,2418,10,0,0,270,208
 New York,1122, Kings County,3428,374,2625,51,101,0,277,0
 New York,1126, Kings County,3395,303,2677,0,82,0,323,10
 New York,1146, Kings County,3066,757,876,12,226,0,1017,178
 New York,1152, Kings County,3080,278,1911,0,88,0,644,159
 New York,266, Kings County,3501,911,0,0,2177,0,405,8
 New York,268, Kings County,3842,1947,2,0,1373,0,492,28
 New York,280, Kings County,1805,859,33,0,741,0,158,14
 New York,294, Kings County,2588,1418,182,0,761,0,135,92
 New York,333, Kings County,4609,3369,1201,5,0,0,9,25
 New York,360.02, Kings County,4341,3551,32,0,152,0,328,278
 New York,383, Kings County,4592,482,3514,0,252,0,207,137
 New York,385, Kings County,3788,606,2448,27,186,0,358,163
 New York,820, Kings County,5193,228,4223,0,105,0,601,36
 New York,390, Kings County,2261,2113,6,0,77,0,5,60
 New York,411, Kings County,3041,943,1074,0,72,0,867,85
 New York,420, Kings County,1640,1540,62,0,38,0,0,0
 New York,702.03, Kings County,0,0,0,0,0,0,0,0
 New York,706, Kings County,3104,2731,249,0,104,0,0,20
 New York,800, Kings County,3907,864,2759,0,79,0,54,151
 New York,848, Kings County,1733,2,1657,0,55,0,11,8
 New York,860, Kings County,3485,12,3151,15,11,0,233,63
 New York,872, Kings County,3045,185,2717,0,65,0,67,11
 New York,892, Kings County,3042,143,2686,0,0,0,126,87
 New York,928, Kings County,3140,65,2837,20,0,0,208,10
 New York,936, Kings County,1728,0,1708,0,16,0,0,4
 New York,958, Kings County,3670,183,3243,10,180,15,29,10
 New York,974, Kings County,2873,437,2256,18,70,0,73,19
 New York,990, Kings County,1740,176,1334,0,92,0,138,0
 New York,1098, Kings County,2331,206,1731,0,40,0,345,9
 New York,1150, Kings County,2812,435,1387,188,27,0,683,92
 New York,1200, Kings County,2775,309,1774,6,508,0,80,98
 New York,161, Kings County,3235,2191,412,3,222,0,265,142
 New York,164, Kings County,1069,432,454,0,50,22,11,100
 New York,168, Kings County,1734,1109,0,0,570,0,7,48
 New York,394, Kings County,2408,2097,51,0,75,0,85,100
 New York,317.01, Kings County,3401,1053,2007,10,156,0,33,142
 New York,285.02, Kings County,3131,156,1882,12,128,0,772,181
 New York,298, Kings County,3707,1692,103,0,1360,0,537,15
 New York,300, Kings County,4196,1242,105,14,2176,0,612,47
 New York,323, Kings County,3641,837,2527,0,43,0,58,176
 New York,325, Kings County,6685,511,5697,0,178,0,158,141
 New York,329, Kings County,6224,2652,3114,0,97,27,187,147
 New York,339, Kings County,4711,908,3368,0,294,0,28,113
 New York,345, Kings County,3085,365,2312,0,15,0,218,175
 New York,678, Kings County,2681,322,2320,0,0,0,39,0
 New York,702.02, Kings County,24,24,0,0,0,0,0,0
 New York,726, Kings County,2251,67,1894,0,45,0,238,7
 New York,738, Kings County,4203,1440,2105,0,259,0,392,7
 New York,776, Kings County,3723,194,3082,0,305,0,28,114
 New York,802, Kings County,4859,661,3696,29,115,0,136,222
 New York,810, Kings County,2399,464,1682,0,18,0,64,171
 New York,814, Kings County,2792,48,2535,0,133,0,67,9
 New York,852, Kings County,0,0,0,0,0,0,0,0
 New York,1, Kings County,4473,2920,678,32,399,0,264,180
 New York,3.01, Kings County,4209,3537,120,0,240,0,75,237
 New York,49, Kings County,2718,1793,392,0,256,0,66,211
 New York,50, Kings County,2320,1891,28,0,279,0,5,117
 New York,60, Kings County,3054,2214,0,22,470,0,278,70
 New York,67, Kings County,3894,3394,76,20,138,0,114,152
 New York,114, Kings County,4177,2236,300,0,1274,0,230,137
 New York,118, Kings County,1967,108,0,9,1631,0,194,25
 New York,127, Kings County,4800,1688,2034,25,327,0,626,100
 New York,133, Kings County,4408,3333,197,11,425,0,51,391
 New York,155, Kings County,4028,3162,415,30,177,0,32,212
 New York,171, Kings County,4206,3664,29,0,267,0,159,87
 New York,174, Kings County,2184,1230,0,5,743,0,143,63
 New York,183, Kings County,2721,1926,373,0,168,0,64,190
 New York,220, Kings County,4381,4034,125,0,222,0,0,0
 New York,347, Kings County,3740,85,3371,0,71,0,202,11
 New York,90, Kings County,2872,660,98,33,1018,0,991,72
 New York,82, Kings County,3942,1335,200,83,502,0,1638,184
 New York,85, Kings County,7555,1100,4130,124,415,268,1175,343
