city,tract,county,Total,White,Black,Native,Asian,Pacific Islander,Other,Two or More
 New York,598, Queens County,1731,30,1574,0,6,0,67,54
 New York,600, Queens County,1140,15,1078,18,4,0,5,20
 New York,616.01, Queens County,2342,75,2180,0,13,0,0,74
 New York,620, Queens County,1370,57,1243,57,0,0,13,0
 New York,625, Queens County,2760,2530,55,0,81,0,77,17
 New York,635, Queens County,2761,2480,7,7,43,0,209,15
 New York,656, Queens County,5033,200,4226,0,112,0,348,147
 New York,660, Queens County,3586,346,2871,264,29,0,44,32
 New York,683, Queens County,4091,1029,443,0,1726,0,839,54
 New York,716, Queens County,0,0,0,0,0,0,0,0
 New York,657.02, Queens County,1764,1488,0,18,47,0,204,7
 New York,680, Queens County,5300,52,5118,0,79,0,31,20
 New York,721, Queens County,4672,3210,105,4,934,0,224,195
 New York,779.03, Queens County,3330,2135,79,0,638,0,247,231
 New York,846.02, Queens County,962,149,261,0,262,0,187,103
 New York,166, Queens County,4011,403,832,85,933,0,1499,259
 New York,150, Queens County,2610,160,224,0,1023,19,1111,73
 New York,153, Queens County,1976,1210,66,0,429,45,112,114
 New York,157, Queens County,1294,610,61,0,375,0,186,62
 New York,170, Queens County,2665,208,589,130,1073,0,533,132
 New York,645, Queens County,2072,1200,83,5,563,0,175,46
 New York,661, Queens County,1545,1400,42,0,64,0,20,19
 New York,664, Queens County,9252,454,7981,0,224,0,421,172
 New York,690, Queens County,3499,97,3224,0,40,51,0,87
 New York,697.02, Queens County,3436,1793,23,0,1489,0,20,111
 New York,719, Queens County,2287,1486,127,0,517,0,57,100
 New York,769.02, Queens County,1251,805,29,0,319,0,60,38
 New York,790, Queens County,2864,67,1713,21,413,0,485,165
 New York,818, Queens County,4547,658,1001,9,913,0,1648,318
 New York,925, Queens County,3926,1207,127,0,1340,0,1043,209
 New York,838, Queens County,5617,1707,462,61,2378,0,750,259
 New York,840, Queens County,6399,782,1115,20,2721,0,1314,447
 New York,918, Queens County,12,12,0,0,0,0,0,0
 New York,87, Queens County,4470,1427,1956,0,75,0,839,173
 New York,94, Queens County,2810,415,288,20,1371,0,561,155
 New York,99, Queens County,0,0,0,0,0,0,0,0
 New York,101, Queens County,2461,1977,84,26,223,0,83,68
 New York,295, Queens County,3537,1996,53,14,1083,0,269,122
 New York,580, Queens County,3724,178,2925,10,53,59,312,187
 New York,548, Queens County,2309,289,334,65,1069,0,322,230
 New York,552, Queens County,2999,563,845,0,529,0,675,387
 New York,566, Queens County,1528,207,412,0,442,0,308,159
 New York,590, Queens County,1623,103,1347,126,31,0,5,11
 New York,33, Queens County,3129,1318,59,85,1092,41,329,205
 New York,62.01, Queens County,6238,4525,78,0,419,0,753,463
 New York,62.02, Queens County,7051,4161,315,0,650,0,1110,815
 New York,65.01, Queens County,3422,2609,108,0,411,0,235,59
 New York,65.02, Queens County,3587,2304,123,0,548,0,437,175
 New York,85, Queens County,915,477,89,0,184,0,159,6
 New York,107.01, Queens County,0,0,0,0,0,0,0,0
 New York,123.01, Queens County,2888,2095,98,184,194,0,266,51
 New York,125, Queens County,1777,1274,81,0,212,0,183,27
 New York,158.01, Queens County,3507,191,915,66,1034,0,1003,298
 New York,158.02, Queens County,4925,298,998,42,1277,0,1980,330
 New York,181.01, Queens County,3576,2172,48,35,737,0,502,82
 New York,181.02, Queens County,3449,2458,79,0,651,0,186,75
 New York,185.01, Queens County,3318,2144,142,21,717,0,212,82
 New York,185.02, Queens County,3679,2491,111,0,691,0,290,96
 New York,194, Queens County,2965,91,1623,0,332,0,618,301
 New York,199, Queens County,773,238,222,0,65,0,231,17
 New York,205, Queens County,1205,729,79,0,100,0,297,0
 New York,253.01, Queens County,4201,2673,35,13,1089,0,311,80
 New York,253.02, Queens County,2998,2106,27,125,413,0,188,139
 New York,254, Queens County,10071,453,5622,0,1299,0,2173,524
 New York,269.01, Queens County,4885,1335,49,48,1587,0,1768,98
 New York,269.02, Queens County,3527,649,42,0,2157,0,588,91
 New York,294, Queens County,7162,64,6469,0,339,0,181,109
 New York,306, Queens County,4828,335,4130,0,158,0,133,72
 New York,309.03, Queens County,6005,1821,189,39,2423,0,1339,194
 New York,309.04, Queens County,3594,1703,15,60,1100,0,633,83
 New York,357, Queens County,3940,1091,1369,0,585,0,693,202
 New York,383.01, Queens County,0,0,0,0,0,0,0,0
 New York,383.02, Queens County,0,0,0,0,0,0,0,0
 New York,424, Queens County,2515,14,2337,0,40,0,46,78
 New York,437.01, Queens County,2934,1620,294,14,125,0,826,55
 New York,437.02, Queens County,6493,2773,996,94,914,0,1485,231
 New York,443.01, Queens County,3751,1461,343,142,848,0,777,180
 New York,443.02, Queens County,4317,982,562,11,1720,0,1029,13
 New York,444, Queens County,3505,365,517,0,743,0,1690,190
 New York,531, Queens County,3409,2619,52,38,167,0,533,0
 New York,534.01, Queens County,2210,255,1804,0,0,0,145,6
 New York,536.01, Queens County,1988,102,1505,6,110,0,240,25
 New York,582, Queens County,4636,109,3842,9,64,0,473,139
 New York,607.01, Queens County,36,36,0,0,0,0,0,0
 New York,655.01, Queens County,0,0,0,0,0,0,0,0
 New York,613.01, Queens County,6111,4995,72,44,383,0,265,352
 New York,613.02, Queens County,0,0,0,0,0,0,0,0
 New York,622, Queens County,1971,103,1760,0,13,0,5,90
 New York,657.03, Queens County,2986,2662,13,0,92,0,141,78
 New York,665.01, Queens County,4042,3437,8,0,88,0,283,226
 New York,667.01, Queens County,2522,2150,11,0,104,0,184,73
 New York,671, Queens County,2394,1662,0,7,627,0,50,48
 New York,713.03, Queens County,5367,3935,102,0,902,0,157,271
 New York,713.04, Queens County,5825,3766,232,0,1464,0,92,271
 New York,713.05, Queens County,5117,2881,125,0,1534,0,482,95
 New York,713.06, Queens County,6596,3343,160,0,2016,0,416,661
 New York,717.01, Queens County,5026,2890,241,0,1591,0,179,125
 New York,717.02, Queens County,3803,1261,382,0,1675,0,253,232
 New York,723, Queens County,2006,1177,71,0,687,0,39,32
 New York,749, Queens County,1505,1136,0,0,300,0,0,69
 New York,757.01, Queens County,5139,2954,92,0,1872,0,16,205
 New York,757.02, Queens County,4545,2860,54,14,1358,0,18,241
 New York,779.06, Queens County,3507,2164,115,0,1045,0,116,67
 New York,779.07, Queens County,3278,2785,112,69,109,0,181,22
 New York,779.08, Queens County,3797,1763,845,0,721,0,162,306
 New York,797.01, Queens County,6807,648,268,0,5435,8,258,190
 New York,797.02, Queens County,5006,656,24,0,3891,0,312,123
 New York,849, Queens County,7045,205,484,80,5769,0,468,39
 New York,869, Queens County,1954,88,5,9,1625,0,227,0
 New York,934.01, Queens County,3763,3447,87,0,71,0,152,6
 New York,934.02, Queens County,4506,3482,197,0,292,0,359,176
 New York,954, Queens County,5793,1322,3766,59,252,0,227,167
 New York,972.03, Queens County,7331,1367,4397,70,502,0,995,0
 New York,972.04, Queens County,3682,962,2067,0,50,0,454,149
 New York,997.03, Queens County,3619,1917,71,25,1420,0,44,142
 New York,997.04, Queens County,7367,5092,84,0,1822,0,265,104
 New York,997.05, Queens County,2684,1397,0,0,1174,0,103,10
 New York,998.01, Queens County,8666,1237,6062,0,170,0,671,526
 New York,998.02, Queens County,6029,1813,3691,0,228,35,262,0
 New York,1008.01, Queens County,2301,1069,934,0,144,0,112,42
 New York,1008.02, Queens County,9077,3943,4207,0,374,0,553,0
 New York,1085, Queens County,2309,1270,23,0,855,0,127,34
 New York,1093, Queens County,3027,1693,43,0,1241,0,19,31
 New York,1277, Queens County,3226,2482,335,0,406,0,3,0
 New York,1291.03, Queens County,3933,2618,104,0,1093,0,42,76
 New York,238, Queens County,4743,283,633,0,1574,0,2199,54
 New York,198, Queens County,3197,53,1596,0,471,0,856,221
 New York,216, Queens County,4009,2114,353,0,747,0,547,248
 New York,219, Queens County,0,0,0,0,0,0,0,0
 New York,240, Queens County,6179,537,1050,43,1882,0,2468,199
 New York,246, Queens County,0,0,0,0,0,0,0,0
 New York,247, Queens County,1464,433,19,12,759,0,208,33
 New York,257, Queens County,1545,750,38,21,666,0,62,8
 New York,260, Queens County,2379,76,1333,6,353,0,596,15
 New York,261, Queens County,6644,2569,180,0,3038,0,699,158
 New York,279, Queens County,6210,3965,227,0,641,0,1187,190
 New York,280, Queens County,1759,0,1563,0,0,0,149,47
 New York,287, Queens County,6226,3927,77,35,1319,0,720,148
 New York,329, Queens County,3515,1679,184,20,612,0,955,65
 New York,353, Queens County,2564,718,357,0,149,0,1274,66
 New York,375, Queens County,4139,1636,268,53,202,0,1944,36
 New York,448, Queens County,2869,248,125,35,1501,0,619,341
 New York,455, Queens County,14918,4260,5689,0,2594,0,1983,392
 New York,475, Queens County,4052,616,48,24,2454,0,738,172
 New York,489, Queens County,1475,285,2,3,777,0,408,0
 New York,507, Queens County,4162,2373,101,0,1190,0,468,30
 New York,528, Queens County,1321,0,1165,0,23,14,103,16
 New York,535, Queens County,1294,930,0,9,0,0,355,0
 New York,907, Queens County,1453,554,0,0,603,0,243,53
 New York,916.02, Queens County,0,0,0,0,0,0,0,0
 New York,919, Queens County,5503,1533,199,0,2036,49,1380,306
 New York,947, Queens County,2234,901,27,0,432,0,796,78
 New York,992, Queens County,4191,1250,2341,12,53,0,405,130
 New York,1010.01, Queens County,11565,4908,4914,0,214,0,1009,520
 New York,729, Queens County,1419,824,44,0,492,0,6,53
 New York,707, Queens County,2474,1372,16,22,774,0,112,178
 New York,709, Queens County,2729,1417,60,0,983,0,58,211
 New York,775, Queens County,2390,1906,72,0,220,0,108,84
 New York,792, Queens County,2435,21,1215,0,524,0,532,143
 New York,793, Queens County,0,0,0,0,0,0,0,0
 New York,803.01, Queens County,3872,624,116,9,2411,0,613,99
 New York,861, Queens County,2038,367,72,0,1400,0,149,50
 New York,864, Queens County,2734,782,265,2,787,0,770,128
 New York,928, Queens County,3502,3429,0,0,61,0,12,0
 New York,939, Queens County,5148,2254,162,71,1406,0,1155,100
 New York,945, Queens County,3774,2201,14,0,925,0,473,161
 New York,987, Queens County,2361,1940,50,0,295,0,33,43
 New York,999, Queens County,0,0,0,0,0,0,0,0
 New York,1113, Queens County,2530,1386,12,0,855,0,222,55
 New York,1141, Queens County,2546,1267,71,0,1064,0,96,48
 New York,1155, Queens County,2260,453,77,61,1092,0,547,30
 New York,1157, Queens County,3273,487,91,0,2465,0,146,84
 New York,1185, Queens County,2130,325,30,0,1320,0,403,52
 New York,1187, Queens County,2409,692,7,0,1405,0,286,19
 New York,1195, Queens County,1354,572,2,114,461,0,174,31
 New York,1227.01, Queens County,12144,4654,1318,19,3528,0,2296,329
 New York,1283, Queens County,0,0,0,0,0,0,0,0
 New York,1385.01, Queens County,4760,1624,96,24,2982,0,7,27
 New York,1429, Queens County,3506,1400,0,9,1815,0,192,90
 New York,1435, Queens County,2303,848,0,0,1301,0,107,47
 New York,1451.01, Queens County,1212,541,0,0,625,0,34,12
 New York,1467, Queens County,2642,1575,2,0,995,0,22,48
 New York,276, Queens County,1533,26,1232,0,97,0,162,16
 New York,282, Queens County,1950,50,1517,0,67,0,266,50
 New York,283, Queens County,7601,4616,89,39,1248,36,1321,252
 New York,285, Queens County,4911,2823,101,64,966,0,517,440
 New York,289, Queens County,5180,2442,84,0,1827,0,471,356
 New York,1133, Queens County,1758,1062,18,0,510,0,62,106
 New York,1072.01, Queens County,2254,2085,43,0,18,0,16,92
 New York,103, Queens County,4018,3055,140,0,592,0,164,67
 New York,119, Queens County,1428,1099,0,16,114,0,124,75
 New York,135, Queens County,1500,1397,7,0,44,0,21,31
 New York,161, Queens County,2281,1287,60,0,459,0,450,25
 New York,136, Queens County,1945,1528,130,0,140,19,66,62
 New York,141, Queens County,1783,1163,28,0,186,0,331,75
 New York,145, Queens County,2289,1888,44,38,164,0,122,33
 New York,163, Queens County,3504,1798,917,0,314,0,410,65
 New York,180, Queens County,1210,192,441,130,204,0,183,60
 New York,206, Queens County,2002,304,364,7,354,0,959,14
 New York,232, Queens County,5599,1010,1055,0,2147,7,1013,367
 New York,126.01, Queens County,2909,1143,282,18,403,0,901,162
 New York,132, Queens County,2183,1313,127,87,407,0,182,67
 New York,1072.02, Queens County,0,0,0,0,0,0,0,0
 New York,1151, Queens County,1075,619,0,0,316,0,75,65
 New York,1201, Queens County,1549,240,65,0,1112,0,104,28
 New York,1203, Queens County,1554,368,15,0,1123,0,25,23
 New York,1211, Queens County,0,0,0,0,0,0,0,0
 New York,1215, Queens County,4426,1027,171,0,2848,0,315,65
 New York,1247, Queens County,3490,1938,14,0,1477,0,27,34
 New York,1367, Queens County,5985,2253,28,0,3149,0,488,67
 New York,1385.02, Queens County,40,40,0,0,0,0,0,0
 New York,1471, Queens County,3117,1377,23,0,1470,0,139,108
 New York,1529.02, Queens County,5113,2435,74,0,2272,0,0,332
 New York,1617, Queens County,4978,2656,548,61,1239,0,321,153
 New York,265, Queens County,3917,1075,46,0,2555,0,199,42
 New York,275, Queens County,6205,4398,279,0,546,0,871,111
 New York,1032.02, Queens County,8076,5728,1325,91,87,0,728,117
 New York,1175, Queens County,4727,2123,21,0,2345,0,181,57
 New York,152, Queens County,2820,447,390,0,1024,0,848,111
 New York,164, Queens County,3965,153,1092,18,963,0,1412,327
 New York,115, Queens County,2513,1738,40,12,361,0,194,168
 New York,151, Queens County,2434,1920,54,0,333,0,108,19
 New York,178, Queens County,2365,220,1097,19,352,76,345,256
 New York,202, Queens County,1728,50,980,0,229,0,369,100
 New York,204, Queens County,2513,149,831,6,551,0,852,124
 New York,499, Queens County,5313,1179,46,241,3146,0,656,45
 New York,460, Queens County,6199,500,1059,60,2877,0,1402,301
 New York,479, Queens County,5270,912,80,0,3635,0,562,81
 New York,506, Queens County,1490,36,1205,0,173,0,62,14
 New York,511, Queens County,2188,1652,6,6,248,0,193,83
 New York,517, Queens County,1969,1653,1,0,49,0,202,64
 New York,522, Queens County,1758,0,1615,70,49,0,24,0
 New York,530, Queens County,2510,18,2410,20,0,0,27,35
 New York,539, Queens County,4528,3293,135,0,729,0,265,106
 New York,545, Queens County,4185,3355,104,0,186,0,320,220
 New York,601, Queens County,2160,1585,45,0,80,0,404,46
 New York,612, Queens County,1965,4,1932,0,0,0,24,5
 New York,630, Queens County,1558,14,1490,0,0,0,24,30
 New York,637, Queens County,3462,2966,176,0,230,0,46,44
 New York,646, Queens County,3242,31,3043,9,0,0,97,62
 New York,650, Queens County,2813,75,2632,12,0,0,35,59
 New York,711, Queens County,6400,3810,98,31,1916,0,122,423
 New York,769.01, Queens County,4127,2207,181,0,1260,0,203,276
 New York,779.05, Queens County,2526,1523,298,0,478,0,130,97
 New York,803.02, Queens County,3440,995,53,0,2250,0,142,0
 New York,845, Queens County,5096,615,548,116,3159,0,493,165
 New York,846.01, Queens County,3017,753,202,42,1119,0,749,152
 New York,929, Queens County,6531,2285,50,0,1564,0,2295,337
 New York,938, Queens County,5024,3884,516,0,254,0,340,30
 New York,855, Queens County,6936,1027,346,0,4305,37,1021,200
 New York,174, Queens County,2455,312,1009,38,479,0,506,111
 New York,837, Queens County,5513,824,27,31,4291,0,93,247
 New York,857, Queens County,5332,673,101,112,4039,0,337,70
 New York,863, Queens County,6461,953,94,0,4758,33,606,17
 New York,871, Queens County,2554,264,555,0,1226,0,362,147
 New York,916.01, Queens County,3540,3378,21,0,20,0,121,0
 New York,942.01, Queens County,3280,1462,977,208,39,0,561,33
 New York,1033, Queens County,4264,2705,47,26,1355,0,45,86
 New York,102, Queens County,2877,384,438,0,955,0,866,234
 New York,113, Queens County,4453,3204,68,0,677,0,423,81
 New York,114, Queens County,1382,557,209,0,341,0,213,62
 New York,126.02, Queens County,2720,1007,72,35,671,0,856,79
 New York,128, Queens County,2372,1469,164,0,342,0,278,119
 New York,130, Queens County,1521,780,52,0,376,0,264,49
 New York,144, Queens County,1970,613,182,9,835,0,117,214
 New York,148, Queens County,1896,267,237,0,795,0,560,37
 New York,176, Queens County,2170,202,1140,0,411,0,300,117
 New York,179, Queens County,1081,544,47,0,417,0,62,11
 New York,184.02, Queens County,2286,197,1601,7,96,0,259,126
 New York,196, Queens County,2900,69,1578,55,218,0,750,230
 New York,229, Queens County,47,0,0,0,0,0,23,24
 New York,230, Queens County,1968,951,100,0,550,0,349,18
 New York,1029, Queens County,3966,2901,70,0,671,14,236,74
 New York,997.01, Queens County,3014,2511,11,8,418,0,0,66
 New York,1403, Queens County,2318,906,5,0,1321,0,86,0
 New York,1191, Queens County,2987,455,0,0,1880,0,596,56
 New York,1193, Queens County,1997,452,35,0,1337,0,153,20
 New York,1291.02, Queens County,4142,2475,25,182,1226,0,95,139
 New York,220.01, Queens County,6124,2468,1002,0,1354,0,1127,173
 New York,243, Queens County,5545,3167,37,8,2093,0,100,140
 New York,270, Queens County,2071,145,1635,0,45,0,200,46
 New York,278, Queens County,2348,55,1985,0,12,0,168,128
 New York,281, Queens County,4819,3243,51,17,760,19,390,339
 New York,334.01, Queens County,3486,77,2994,0,122,0,273,20
 New York,347, Queens County,3123,1062,439,51,420,0,1102,49
 New York,376, Queens County,6094,72,5540,13,213,0,199,57
 New York,399, Queens County,4196,2232,383,68,137,0,1292,84
 New York,404, Queens County,4103,68,3523,7,185,0,221,99
 New York,439, Queens County,3834,2284,67,69,560,0,762,92
 New York,456, Queens County,1322,142,38,0,937,0,156,49
 New York,458, Queens County,2291,339,215,61,1431,0,159,86
 New York,467, Queens County,5982,2555,33,34,1532,0,1747,81
 New York,478, Queens County,5295,1167,1233,11,1644,0,861,379
 New York,495, Queens County,1571,1239,142,2,118,0,43,27
 New York,512, Queens County,2763,20,1949,0,119,0,647,28
 New York,1139, Queens County,3320,1615,68,10,1299,0,216,112
 New York,1147, Queens County,1712,1065,0,0,527,0,77,43
 New York,731, Queens County,1535,995,23,0,448,0,44,25
 New York,747, Queens County,3580,1663,87,35,1452,0,166,177
 New York,773, Queens County,2091,1394,72,0,347,0,135,143
 New York,788, Queens County,1982,75,1216,0,224,0,442,25
 New York,814, Queens County,3709,559,1845,0,967,0,293,45
 New York,884, Queens County,8248,7065,92,0,161,0,595,335
 New York,922, Queens County,2025,1984,0,6,35,0,0,0
 New York,964, Queens County,6021,1204,3496,0,630,0,546,145
 New York,8, Queens County,3136,1276,135,35,767,0,781,142
 New York,972.02, Queens County,3170,487,2350,25,12,0,227,69
 New York,973, Queens County,1730,1486,0,0,143,0,46,55
 New York,1017, Queens County,6016,4113,72,0,1380,0,243,208
 New York,14, Queens County,4152,1846,140,0,743,0,829,594
 New York,16, Queens County,2644,863,270,0,534,0,665,312
 New York,19, Queens County,3374,1681,94,9,1231,0,134,225
 New York,26, Queens County,2411,1098,127,0,409,0,707,70
 New York,28, Queens County,3382,1381,209,52,701,0,705,334
 New York,40.01, Queens County,2358,1113,53,0,452,5,642,93
 New York,54, Queens County,6029,1935,362,0,1726,0,1472,534
 New York,58, Queens County,6182,3007,737,0,830,0,1360,248
 New York,63, Queens County,5185,3558,103,25,906,0,335,258
 New York,88, Queens County,3845,2506,245,0,368,0,658,68
 New York,97, Queens County,3718,2784,77,0,582,0,129,146
 New York,106, Queens County,3963,267,703,0,1624,0,1023,346
 New York,235, Queens County,8065,4212,171,0,2447,0,1095,140
 New York,284, Queens County,4157,88,3540,0,76,0,336,117
 New York,291, Queens County,6299,1787,115,57,3763,0,415,162
 New York,384, Queens County,2272,48,2203,0,16,0,0,5
 New York,401, Queens County,7779,3096,162,19,971,0,3398,133
 New York,411, Queens County,3902,1361,127,59,731,0,1601,23
 New York,414, Queens County,4409,198,3314,0,151,0,699,47
 New York,432, Queens County,1302,9,1210,0,58,0,10,15
 New York,446.01, Queens County,3144,259,950,53,663,8,1195,16
 New York,457, Queens County,3058,350,0,0,2130,0,578,0
 New York,459, Queens County,3485,547,72,0,1789,0,972,105
 New York,1181, Queens County,1612,730,38,0,709,0,117,18
 New York,1205, Queens County,2748,209,126,22,2337,0,0,54
 New York,1463, Queens County,3043,1611,98,0,1070,0,264,0
 New York,1265, Queens County,1713,745,61,0,703,0,30,174
 New York,1267, Queens County,4666,1823,772,15,1170,22,500,364
 New York,1339, Queens County,1315,867,2,0,375,0,71,0
 New York,1, Queens County,8830,5656,494,0,2014,0,182,484
 New York,10, Queens County,4230,1870,189,0,699,0,1326,146
 New York,32, Queens County,1788,635,170,0,555,0,382,46
 New York,1571.01, Queens County,8458,2519,252,0,4989,0,533,165
 New York,1507.02, Queens County,3243,1919,39,0,982,0,282,21
 New York,1551.01, Queens County,1749,1726,0,0,0,0,0,23
 New York,1571.02, Queens County,2306,574,81,37,1433,0,149,32
 New York,461, Queens County,2535,692,33,4,918,0,762,126
 New York,464, Queens County,1714,412,548,0,431,0,192,131
 New York,492, Queens County,5249,672,2375,138,1494,0,460,110
 New York,513, Queens County,2309,1476,31,0,556,0,229,17
 New York,484, Queens County,5235,325,1850,0,1752,0,1079,229
 New York,493.01, Queens County,2116,1112,24,0,667,0,288,25
 New York,497, Queens County,3054,1411,27,0,1176,32,162,246
 New York,502.01, Queens County,1503,31,1136,0,85,0,187,64
 New York,510, Queens County,1720,114,1545,0,28,0,15,18
 New York,520, Queens County,1394,37,1251,0,4,0,22,80
 New York,551, Queens County,4334,3399,220,79,344,0,260,32
 New York,562, Queens County,1803,542,215,8,397,0,328,313
 New York,565, Queens County,1410,1071,21,20,41,0,204,53
 New York,567, Queens County,5143,3835,172,70,327,0,530,209
 New York,568, Queens County,4876,290,3298,0,453,0,631,204
 New York,585, Queens County,4243,3296,142,0,557,0,239,9
 New York,587, Queens County,3535,3042,22,0,119,0,263,89
 New York,618, Queens County,1801,76,1677,0,0,0,30,18
 New York,626, Queens County,2846,53,2537,18,7,0,176,55
 New York,4, Queens County,4583,1527,225,13,1061,0,1364,393
 New York,22, Queens County,2231,1036,171,28,288,0,605,103
 New York,31, Queens County,986,434,24,0,125,0,389,14
 New York,39, Queens County,1424,757,111,2,180,0,238,136
 New York,43, Queens County,2626,561,977,0,261,0,549,278
 New York,51, Queens County,1921,560,66,21,1102,8,142,22
 New York,182, Queens County,2510,143,1332,30,395,0,456,154
 New York,186, Queens County,2062,191,1366,0,187,0,298,20
 New York,208, Queens County,2678,453,551,0,275,0,1194,205
 New York,236, Queens County,3198,822,281,11,1279,0,720,85
 New York,249, Queens County,4711,1814,118,64,2385,0,207,123
 New York,272, Queens County,2189,14,1756,0,123,0,230,66
 New York,258, Queens County,2398,70,1674,0,46,0,608,0
 New York,264, Queens County,2653,11,1941,0,117,0,535,49
 New York,267, Queens County,5894,1395,63,88,2478,0,1580,290
 New York,274, Queens County,1571,0,1288,0,59,0,209,15
 New York,277, Queens County,8030,4262,315,16,1316,86,1774,261
 New York,330, Queens County,7207,152,6594,9,45,0,280,127
 New York,351, Queens County,4021,1435,385,0,462,0,1551,188
 New York,358, Queens County,4202,182,3884,0,23,0,33,80
 New York,366, Queens County,2891,76,2632,0,107,0,20,56
 New York,373, Queens County,2174,410,329,0,355,0,966,114
 New York,381, Queens County,7004,3007,951,18,337,0,2227,464
 New York,398, Queens County,1748,24,1663,0,33,0,14,14
 New York,427, Queens County,5234,2572,19,0,571,0,2072,0
 New York,440, Queens County,3828,74,2711,0,304,0,581,158
 New York,446.02, Queens County,4633,427,917,52,1981,78,986,192
 New York,454, Queens County,4507,357,722,39,2834,0,410,145
 New York,739, Queens County,5968,3624,301,0,1583,0,107,353
 New York,741, Queens County,3053,2064,114,71,646,0,45,113
 New York,743, Queens County,4356,2627,107,25,1127,0,237,233
 New York,745, Queens County,4357,2833,191,0,790,0,356,187
 New York,779.04, Queens County,5827,3891,158,19,1485,0,116,158
 New York,809, Queens County,7196,3603,581,0,2429,0,239,344
 New York,853, Queens County,5103,435,94,33,4349,0,103,89
 New York,859, Queens County,5422,829,166,157,3885,0,31,354
 New York,865, Queens County,4392,446,31,0,3583,0,201,131
 New York,942.02, Queens County,4590,1648,2012,0,421,0,356,153
 New York,942.03, Queens County,6692,4842,686,0,192,0,500,472
 New York,981, Queens County,2351,1676,0,41,516,0,118,0
 New York,71, Queens County,3288,2341,69,0,519,0,168,191
 New York,117, Queens County,3774,3069,105,0,365,0,201,34
 New York,147, Queens County,2985,2269,129,35,373,0,72,107
 New York,297, Queens County,1888,1068,21,0,458,0,269,72
 New York,309.02, Queens County,6833,3140,195,128,2640,0,466,264
 New York,317, Queens County,6014,4989,287,94,335,0,240,69
 New York,327, Queens County,3611,935,80,18,975,0,1560,43
 New York,328, Queens County,2612,48,2296,0,126,0,30,112
 New York,337, Queens County,3120,1074,0,0,681,0,1365,0
 New York,394, Queens County,3061,35,2738,0,54,0,110,124
 New York,405, Queens County,3230,1450,187,14,212,0,1337,30
 New York,407, Queens County,9272,2218,423,65,330,0,6040,196
 New York,469, Queens County,8167,1552,338,103,2464,0,3519,191
 New York,480, Queens County,2479,361,341,49,1085,0,558,85
 New York,485, Queens County,4190,603,38,0,2901,0,640,8
 New York,496, Queens County,3199,526,652,14,890,67,646,404
 New York,500, Queens County,4518,342,3099,0,405,0,566,106
 New York,508, Queens County,2039,73,1670,0,18,0,210,68
 New York,361, Queens County,2471,410,511,0,242,0,1231,77
 New York,363, Queens County,1711,202,390,0,144,0,887,88
 New York,371, Queens County,1301,162,345,2,195,0,511,86
 New York,377, Queens County,3691,954,436,18,35,0,2202,46
 New York,379, Queens County,6432,2944,355,0,643,13,2462,15
 New York,413, Queens County,4867,1574,57,16,836,0,2165,219
 New York,415, Queens County,4052,2313,70,0,430,0,1239,0
 New York,426, Queens County,488,223,247,0,18,0,0,0
 New York,434, Queens County,1815,33,1463,0,99,9,148,63
 New York,450, Queens County,2193,400,172,0,1270,0,210,141
 New York,452, Queens County,1204,275,166,21,592,0,107,43
 New York,462, Queens County,7012,475,902,10,2845,0,2362,418
 New York,468, Queens County,3221,197,285,24,2211,0,236,268
 New York,470, Queens County,3300,185,390,106,1643,0,853,123
 New York,471, Queens County,4309,510,25,64,2972,0,738,0
 New York,472, Queens County,3671,924,1018,0,1202,0,411,116
 New York,1010.02, Queens County,4492,3454,910,0,106,0,11,11
 New York,1039, Queens County,6507,3853,0,0,2090,0,310,254
 New York,192, Queens County,2090,180,1641,0,108,0,97,64
 New York,183, Queens County,6597,4601,189,0,1344,0,242,221
 New York,188, Queens County,1391,134,863,15,123,0,214,42
 New York,189, Queens County,3319,1396,44,23,1234,0,515,107
 New York,259, Queens County,3675,1809,11,0,1514,0,201,140
 New York,266, Queens County,1682,9,1457,0,51,0,165,0
 New York,273, Queens County,6710,3840,563,0,680,0,1583,44
 New York,293, Queens County,1118,184,0,0,897,0,26,11
 New York,36, Queens County,3624,1231,32,11,1172,0,977,201
 New York,44.01, Queens County,3865,614,222,29,2251,0,593,156
 New York,53, Queens County,4726,2541,129,27,1095,0,580,354
 New York,57, Queens County,4445,2093,211,10,1199,0,797,135
 New York,73, Queens County,3973,2459,103,24,934,0,365,88
 New York,81, Queens County,1393,782,35,0,185,0,334,57
 New York,38, Queens County,2756,931,197,1,393,0,977,257
 New York,299, Queens County,0,0,0,0,0,0,0,0
 New York,263, Queens County,6402,2382,0,0,3498,0,231,291
 New York,271, Queens County,8311,1853,184,123,3678,0,2244,229
 New York,288, Queens County,5028,217,3899,0,239,0,525,148
 New York,320, Queens County,5072,358,4282,0,88,0,203,141
 New York,331, Queens County,0,0,0,0,0,0,0,0
 New York,599, Queens County,1268,1102,14,0,46,0,55,51
 New York,619, Queens County,2890,2530,16,0,96,0,93,155
 New York,623, Queens County,2133,1992,25,0,18,0,98,0
 New York,629, Queens County,2951,2311,54,0,188,0,326,72
 New York,639, Queens County,2965,2345,75,0,219,0,206,120
 New York,641.02, Queens County,0,0,0,0,0,0,0,0
 New York,669, Queens County,1656,1484,0,0,130,0,42,0
 New York,682, Queens County,1016,18,896,0,24,0,70,8
 New York,695, Queens County,2041,1282,16,0,607,0,96,40
