city,tract,county,BoroCTLbl,Households (HH) Count,HH 0-10k,HH 10k-15k,HH 15k-25k,HH 25k-35k,HH 35k-50k,HH 50k-75k,HH 75k-100k,HH 100k-150k,HH 150k-200k,HH 200k-UP,Household Median Income,Household Mean Income
 New York,284,Bronx,Bronx 284,21,0.0,0.0,19.0,0.0,19.0,0.0,0.0,61.9,0.0,0.0,0,75010
 New York,285,Bronx,Bronx 285,1599,11.6,8.7,8.8,6.2,8.1,26.1,7.9,13.2,7.7,1.7,57572,73957
 New York,286,Bronx,Bronx 286,458,10.5,0.0,4.6,3.5,2.6,19.9,28.6,12.7,9.4,8.3,81607,94715
 New York,287,Bronx,Bronx 287,1242,6.7,5.4,10.0,6.6,8.0,22.4,11.0,19.1,6.7,4.3,55250,77029
 New York,288,Bronx,Bronx 288,1133,1.9,4.9,13.9,4.4,1.1,21.9,7.5,18.5,8.5,17.3,85893,116342
 New York,289,Bronx,Bronx 289,1877,6.0,8.4,14.7,6.2,16.1,21.8,11.2,9.0,3.1,3.5,48701,62040
 New York,293.01,Bronx,Bronx 293.01,894,3.4,1.3,1.1,4.3,7.6,14.8,14.8,12.6,9.6,30.5,108611,159270
 New York,293.02,Bronx,Bronx 293.02,2724,1.9,5.7,8.6,5.3,3.7,12.9,15.4,16.9,15.9,13.6,96205,119035
 New York,295,Bronx,Bronx 295,2002,2.1,0.7,4.9,4.6,8.7,13.4,18.7,24.3,12.8,9.8,94421,128692
 New York,296,Bronx,Bronx 296,698,11.5,1.7,3.2,8.5,17.2,21.5,14.6,10.2,6.7,5.0,56250,83165
 New York,297,Bronx,Bronx 297,1663,2.0,3.2,5.2,4.5,7.9,14.6,16.6,22.1,9.4,14.6,92981,119567
 New York,300,Bronx,Bronx 300,2602,3.1,10.5,5.5,13.1,10.8,17.8,15.1,13.8,8.0,2.3,55903,71903
 New York,301,Bronx,Bronx 301,546,11.4,6.6,6.6,10.3,1.8,8.4,11.0,14.3,18.5,11.2,89318,118678
 New York,302,Bronx,Bronx 302,4155,5.2,2.3,7.1,10.5,18.7,22.4,17.8,12.2,2.4,1.4,53987,63104
 New York,307.01,Bronx,Bronx 307.01,2514,2.9,2.4,5.8,7.0,4.5,10.8,18.0,12.9,10.5,25.2,97363,154030
 New York,309,Bronx,Bronx 309,1297,2.2,2.2,8.9,4.4,8.2,12.9,10.3,17.8,10.4,22.7,101438,153795
 New York,310,Bronx,Bronx 310,1261,2.7,3.7,7.1,1.4,2.9,21.0,19.0,24.1,9.0,8.9,89425,105452
 New York,312,Bronx,Bronx 312,605,2.1,1.8,7.8,7.9,7.8,15.5,17.2,20.8,10.1,8.9,90571,106415
 New York,314,Bronx,Bronx 314,646,1.4,0.9,8.7,4.3,11.0,10.7,18.6,21.8,13.2,9.4,90909,115360
 New York,316,Bronx,Bronx 316,639,5.0,0.8,7.8,5.6,11.9,17.2,19.9,11.1,9.9,10.8,77386,96600
 New York,318,Bronx,Bronx 318,576,2.6,5.9,5.4,7.5,3.6,17.5,18.1,16.0,11.6,11.8,79048,99209
 New York,319,Bronx,Bronx 319,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,323,Bronx,Bronx 323,2398,5.8,2.9,4.0,7.2,11.2,12.8,14.8,23.5,10.2,7.6,86416,103720
 New York,324,Bronx,Bronx 324,1258,27.9,17.4,12.8,4.5,10.3,11.6,8.9,3.3,3.2,0.0,18535,35281
 New York,326,Bronx,Bronx 326,1063,4.1,7.1,6.0,4.0,10.4,11.5,18.6,21.4,8.7,8.1,87719,94510
 New York,328,Bronx,Bronx 328,1429,12.9,19.4,10.7,8.4,11.5,15.4,13.0,5.5,3.3,0.0,32969,44601
 New York,330,Bronx,Bronx 330,2129,10.1,15.1,12.8,6.9,22.5,15.2,7.9,6.5,2.9,0.0,38023,44992
 New York,332.01,Bronx,Bronx 332.01,2231,7.0,12.3,14.7,7.7,11.3,24.2,8.7,9.1,3.2,1.7,45347,54253
 New York,332.02,Bronx,Bronx 332.02,1634,14.9,10.5,6.8,7.1,11.2,22.5,9.5,7.5,5.8,4.3,49338,61073
 New York,334,Bronx,Bronx 334,19,0.0,0.0,0.0,0.0,0.0,52.6,0.0,21.1,26.3,0.0,0,104511
 New York,335,Bronx,Bronx 335,676,5.0,1.3,6.8,5.2,6.2,13.3,11.8,20.7,10.5,19.1,100833,171226
 New York,336,Bronx,Bronx 336,2638,21.1,7.3,11.8,8.2,16.9,15.0,6.6,10.1,1.3,1.8,37188,48350
 New York,337,Bronx,Bronx 337,867,3.3,0.6,7.2,7.2,9.7,14.5,13.1,15.3,12.6,16.5,92813,119093
 New York,338,Bronx,Bronx 338,1425,7.0,8.3,14.8,16.2,14.6,14.0,6.5,16.6,0.0,2.0,40077,62120
 New York,340,Bronx,Bronx 340,1818,8.2,10.3,13.8,6.7,20.1,16.4,11.6,9.6,3.4,0.0,41641,53785
 New York,342,Bronx,Bronx 342,563,2.7,8.0,7.5,2.3,18.5,17.4,16.0,19.5,3.7,4.4,61964,75401
 New York,343,Bronx,Bronx 343,564,4.3,2.5,6.7,7.3,6.4,16.5,23.8,17.6,6.0,9.0,78589,94006
 New York,344,Bronx,Bronx 344,635,11.8,4.1,7.4,10.4,5.7,28.5,2.7,21.3,5.4,2.8,59896,74897
 New York,345,Bronx,Bronx 345,1366,10.8,4.5,3.5,6.8,8.3,16.0,14.0,15.6,13.5,7.0,75000,90174
 New York,348,Bronx,Bronx 348,2066,10.3,4.1,13.9,12.7,17.1,12.1,6.4,14.7,3.0,5.6,40000,64753
 New York,350,Bronx,Bronx 350,654,0.0,2.9,12.5,8.0,17.3,7.5,20.6,13.3,13.8,4.1,85781,86306
 New York,351,Bronx,Bronx 351,1169,4.8,5.3,6.9,5.1,5.6,13.4,17.5,24.3,4.0,12.9,86563,118655
 New York,356,Bronx,Bronx 356,711,4.2,1.1,4.6,14.5,11.1,21.8,18.3,15.5,4.2,4.6,68904,80064
 New York,358,Bronx,Bronx 358,2443,2.0,2.7,7.6,8.5,10.8,16.3,16.2,17.9,10.9,7.1,80979,93097
 New York,359,Bronx,Bronx 359,710,15.1,12.4,21.1,14.2,17.9,5.9,7.0,4.8,1.5,0.0,25490,36589
 New York,360,Bronx,Bronx 360,926,6.5,3.9,4.4,12.5,11.2,14.7,11.2,20.3,7.5,7.8,70588,85041
 New York,361,Bronx,Bronx 361,2154,19.0,15.7,16.0,19.5,6.9,13.2,6.5,0.0,1.5,1.6,24231,41803
 New York,363,Bronx,Bronx 363,2538,24.1,14.3,21.5,7.6,6.7,18.6,4.4,2.9,0.0,0.0,19675,31307
 New York,364,Bronx,Bronx 364,832,4.6,0.8,7.5,7.6,24.5,12.0,12.7,17.7,6.6,6.0,61071,80841
 New York,365.01,Bronx,Bronx 365.01,1389,21.7,8.1,19.7,9.6,12.0,16.4,7.6,2.8,2.1,0.0,25280,36771
 New York,365.02,Bronx,Bronx 365.02,717,16.0,8.6,16.3,13.1,16.7,15.1,3.9,7.4,0.7,2.1,31893,51568
 New York,367,Bronx,Bronx 367,619,19.2,11.8,13.2,10.5,6.5,14.7,12.1,8.9,0.0,3.1,30893,49408
 New York,368,Bronx,Bronx 368,600,6.3,9.3,13.7,11.3,13.8,13.0,8.2,13.0,6.3,5.0,47333,67982
 New York,369.01,Bronx,Bronx 369.01,823,19.9,21.7,15.8,11.4,8.7,9.7,8.0,4.6,0.0,0.0,20461,32884
 New York,369.02,Bronx,Bronx 369.02,747,27.2,12.0,21.4,9.1,7.6,13.1,1.3,8.2,0.0,0.0,18033,31874
 New York,370,Bronx,Bronx 370,793,5.8,3.5,9.2,9.8,20.4,23.5,11.0,7.6,4.4,4.8,51979,77347
 New York,371,Bronx,Bronx 371,1739,13.5,20.8,13.1,9.0,9.6,18.9,5.2,5.7,2.8,1.5,27925,49533
 New York,372,Bronx,Bronx 372,766,1.7,6.4,12.1,17.1,16.1,22.5,12.0,5.9,3.3,3.0,44500,61350
 New York,373,Bronx,Bronx 373,1901,22.2,9.0,13.0,12.3,16.4,10.7,6.2,8.6,1.6,0.0,29120,39366
 New York,374,Bronx,Bronx 374,1544,13.2,11.9,19.3,10.5,15.4,22.1,1.7,4.9,0.2,0.9,28431,38579
 New York,375.04,Bronx,Bronx 375.04,1276,26.3,17.6,21.1,6.4,11.4,7.2,4.2,4.1,1.8,0.0,18906,31103
 New York,376,Bronx,Bronx 376,784,11.0,7.5,12.6,8.0,10.8,24.1,8.3,13.5,1.3,2.8,51250,74642
 New York,378,Bronx,Bronx 378,1065,13.9,11.7,6.1,19.2,14.1,14.2,7.6,6.5,3.9,2.8,34656,52718
 New York,379,Bronx,Bronx 379,1480,13.0,24.2,16.1,14.3,8.2,12.0,6.6,5.7,0.0,0.0,23506,34498
 New York,380,Bronx,Bronx 380,1915,16.6,6.9,19.1,7.5,12.0,18.9,10.0,4.8,3.5,0.7,34659,45250
 New York,381,Bronx,Bronx 381,2289,11.4,10.5,20.5,6.8,21.1,11.5,7.2,7.3,1.9,1.7,35463,46207
 New York,382,Bronx,Bronx 382,923,8.6,2.0,17.9,8.1,14.7,16.7,16.4,7.4,5.5,2.8,47331,60835
 New York,383.01,Bronx,Bronx 383.01,1566,12.7,11.7,9.3,13.9,14.4,21.6,7.5,5.8,1.9,1.1,39350,46997
 New York,383.02,Bronx,Bronx 383.02,1975,26.6,13.1,15.3,11.6,12.2,10.8,7.5,1.3,1.6,0.0,21128,31095
 New York,385,Bronx,Bronx 385,1674,25.1,16.0,17.1,11.0,15.9,7.6,3.1,3.3,0.0,0.8,20466,35516
 New York,386,Bronx,Bronx 386,2682,0.6,9.5,9.1,18.6,6.1,24.2,9.3,15.5,6.6,0.3,52455,63858
 New York,387,Bronx,Bronx 387,1197,16.9,11.8,14.0,11.6,15.4,21.5,5.9,3.0,0.0,0.0,31788,36622
 New York,388,Bronx,Bronx 388,869,11.7,4.0,7.6,10.2,10.8,17.3,11.9,17.8,4.0,4.6,59792,73640
 New York,389,Bronx,Bronx 389,1667,19.5,11.2,10.3,10.1,20.7,15.4,6.1,6.4,0.4,0.0,33348,39388
 New York,390,Bronx,Bronx 390,978,10.1,4.0,7.7,23.5,15.2,18.3,7.5,7.7,4.6,1.4,42011,56110
 New York,391,Bronx,Bronx 391,2447,8.6,12.5,17.2,16.6,13.5,19.9,3.4,8.3,0.0,0.0,32298,40997
 New York,392,Bronx,Bronx 392,638,13.2,4.2,11.4,6.4,17.2,34.8,2.7,3.6,4.2,2.2,44375,52039
 New York,393,Bronx,Bronx 393,3245,24.1,12.9,18.9,10.9,12.9,9.7,3.4,5.9,0.0,1.3,21370,35802
 New York,394,Bronx,Bronx 394,1682,15.2,10.3,18.7,6.2,9.8,19.2,9.0,7.5,2.4,1.6,34355,54967
 New York,395,Bronx,Bronx 395,1567,18.0,17.1,12.8,10.0,14.6,14.9,6.6,2.9,3.1,0.0,26373,36836
 New York,396,Bronx,Bronx 396,1364,12.8,8.9,9.6,9.7,18.0,13.3,8.4,15.0,2.8,1.5,44145,57377
 New York,397,Bronx,Bronx 397,544,17.3,12.1,15.3,11.6,17.1,13.1,5.7,7.9,0.0,0.0,30300,37692
 New York,398,Bronx,Bronx 398,1065,8.0,0.0,3.2,7.4,10.0,18.5,18.3,24.5,5.0,5.2,77825,86797
 New York,399.01,Bronx,Bronx 399.01,1705,14.8,15.8,17.8,12.6,7.8,21.0,3.8,6.4,0.0,0.0,25637,36622
 New York,399.02,Bronx,Bronx 399.02,1768,20.3,11.7,12.6,9.7,20.3,7.5,9.3,7.1,1.1,0.4,33075,48086
 New York,401,Bronx,Bronx 401,1510,14.5,8.1,21.4,6.1,16.1,17.8,10.1,5.2,0.0,0.7,34934,47454
 New York,403.02,Bronx,Bronx 403.02,1445,15.4,13.7,10.0,16.1,12.1,17.2,9.8,5.1,0.6,0.0,29315,40283
 New York,403.03,Bronx,Bronx 403.03,1541,10.0,5.4,19.0,11.6,15.5,17.6,10.1,7.5,1.4,1.9,37330,50204
 New York,403.04,Bronx,Bronx 403.04,1203,14.0,21.0,17.1,6.4,12.9,7.8,14.5,4.8,1.5,0.0,24004,39074
 New York,404,Bronx,Bronx 404,1090,12.2,3.2,4.4,12.5,12.5,13.4,10.9,23.5,0.4,7.1,67273,75636
 New York,405.01,Bronx,Bronx 405.01,1332,8.6,8.9,17.2,7.1,17.3,21.2,9.1,6.5,2.0,2.1,37165,49464
 New York,405.02,Bronx,Bronx 405.02,2265,19.2,9.8,12.0,8.7,12.6,11.5,11.3,4.7,3.9,6.4,37586,95943
 New York,406,Bronx,Bronx 406,1188,12.6,7.3,11.6,10.8,12.7,17.2,5.7,14.4,3.6,4.0,45391,60075
 New York,407.01,Bronx,Bronx 407.01,1223,11.1,12.1,18.4,9.5,10.8,18.8,7.9,8.9,0.0,2.5,34007,47949
 New York,407.02,Bronx,Bronx 407.02,2624,12.5,4.4,12.7,18.9,12.7,23.1,10.2,3.2,0.6,1.7,36462,45796
 New York,408,Bronx,Bronx 408,1611,16.1,14.6,16.1,5.8,7.9,22.0,7.2,8.1,1.4,0.9,31685,45332
 New York,409,Bronx,Bronx 409,1409,6.0,3.3,12.3,9.5,20.1,15.1,14.9,10.2,6.0,2.6,49301,64559
 New York,411,Bronx,Bronx 411,1208,17.0,5.0,7.9,12.6,15.6,13.7,10.3,13.0,0.1,4.9,39405,57902
 New York,413,Bronx,Bronx 413,2929,9.4,11.3,10.9,7.3,12.3,23.8,13.4,6.9,3.5,1.1,48843,54616
 New York,414,Bronx,Bronx 414,1696,6.8,3.8,12.6,11.2,12.7,19.0,11.3,13.3,7.4,1.9,52232,68982
 New York,415,Bronx,Bronx 415,2330,6.8,8.9,11.5,13.2,10.3,26.4,13.0,8.8,0.5,0.8,47000,52528
 New York,418,Bronx,Bronx 418,1271,16.4,5.4,11.6,10.8,17.2,11.3,17.1,6.2,4.1,0.0,40325,50005
 New York,419,Bronx,Bronx 419,2470,12.1,11.6,9.1,22.3,14.0,12.4,7.8,5.9,2.9,1.9,32632,46798
 New York,420,Bronx,Bronx 420,1483,9.1,21.0,10.5,7.8,15.6,15.8,10.0,7.8,1.8,0.6,37545,46437
 New York,421,Bronx,Bronx 421,2149,13.4,12.3,9.4,15.2,13.0,23.1,4.5,4.9,2.1,2.1,34827,49674
 New York,422,Bronx,Bronx 422,1103,11.5,3.3,8.1,10.7,18.0,18.0,1.7,18.5,9.4,0.9,46641,66779
 New York,423,Bronx,Bronx 423,1368,14.8,7.3,10.6,8.2,17.0,10.5,13.9,9.5,6.4,1.8,37461,60148
 New York,424,Bronx,Bronx 424,844,10.1,3.1,6.6,7.6,6.3,14.7,16.1,21.6,8.5,5.5,76400,82436
 New York,425,Bronx,Bronx 425,2130,13.4,8.9,19.8,9.4,10.3,17.7,8.7,10.8,0.0,0.9,33553,54637
 New York,426,Bronx,Bronx 426,2011,6.2,3.8,1.1,14.8,6.4,13.9,11.3,27.3,7.1,8.1,83452,92925
 New York,428,Bronx,Bronx 428,716,7.0,3.6,3.5,4.7,10.3,19.0,15.8,23.3,6.0,6.7,79531,91365
 New York,429.01,Bronx,Bronx 429.01,1240,12.0,10.5,16.4,10.8,13.2,21.9,4.0,9.0,1.7,0.6,36250,44939
 New York,429.02,Bronx,Bronx 429.02,1599,11.8,11.7,14.1,14.7,15.4,14.4,7.5,8.1,2.3,0.0,31678,44933
 New York,430,Bronx,Bronx 430,1012,1.8,9.0,11.4,4.5,14.2,13.0,17.3,15.3,2.2,11.3,63214,86571
 New York,431,Bronx,Bronx 431,3549,11.3,11.1,15.3,15.9,16.3,17.0,5.8,5.9,0.8,0.7,32960,42184
 New York,434,Bronx,Bronx 434,1257,14.3,6.8,6.4,11.1,12.8,16.5,11.7,14.7,3.6,2.0,49189,61821
 New York,435,Bronx,Bronx 435,144,34.0,16.7,6.9,7.6,13.9,10.4,10.4,0.0,0.0,0.0,0,29635
 New York,436,Bronx,Bronx 436,717,15.3,1.5,2.9,5.0,7.9,28.3,6.8,14.6,11.7,5.7,67882,96065
 New York,442,Bronx,Bronx 442,1318,18.4,12.8,2.3,8.3,6.4,26.6,7.8,7.2,3.2,7.1,51389,63869
 New York,444,Bronx,Bronx 444,1307,3.5,7.6,3.4,5.8,4.4,27.9,18.9,20.4,6.0,2.0,73432,79514
 New York,448,Bronx,Bronx 448,645,1.7,1.9,10.4,3.9,16.0,11.3,12.4,18.1,15.5,8.8,84609,98894
 New York,449.01,Bronx,Bronx 449.01,823,4.1,10.1,9.6,3.9,13.6,15.8,13.4,17.4,2.4,9.7,61827,95938
 New York,449.02,Bronx,Bronx 449.02,821,7.9,2.7,10.1,11.7,9.6,11.9,17.8,15.8,3.7,8.8,66705,82270
 New York,451.01,Bronx,Bronx 451.01,754,2.8,1.3,6.6,9.4,13.3,14.2,20.8,19.1,3.6,8.9,80833,91932
 New York,451.02,Bronx,Bronx 451.02,838,0.6,1.9,11.3,5.8,11.6,24.0,13.4,19.6,6.6,5.3,68915,87686
 New York,456,Bronx,Bronx 456,1021,0.0,2.2,7.7,7.5,8.7,9.6,20.1,18.5,14.7,11.0,90590,125937
 New York,458,Bronx,Bronx 458,2034,25.4,9.9,15.9,15.2,19.0,11.8,2.8,0.0,0.0,0.0,24341,27783
 New York,460,Bronx,Bronx 460,1069,18.2,14.4,12.1,8.2,10.8,11.8,9.1,10.9,3.3,1.2,30938,50620
 New York,462.01,Bronx,Bronx 462.01,12827,5.8,7.8,8.9,13.2,14.2,18.9,12.4,12.1,5.3,1.3,50179,63148
 New York,462.02,Bronx,Bronx 462.02,2705,11.3,9.8,10.6,7.4,10.8,13.3,12.1,17.2,6.2,1.4,50375,64289
 New York,484,Bronx,Bronx 484,1246,3.6,3.0,6.3,6.9,10.6,20.7,13.2,16.4,14.4,4.9,73600,93979
 New York,504,Bronx,Bronx 504,54,0.0,0.0,35.2,0.0,11.1,24.1,9.3,13.0,0.0,7.4,0,128550
 New York,516,Bronx,Bronx 516,1777,1.9,5.3,7.2,6.0,8.1,9.0,13.7,19.4,15.5,13.8,94519,114623
 New York,1,Brooklyn,Brooklyn 1,2332,3.2,2.2,9.4,2.7,5.0,14.0,19.3,9.8,13.9,20.5,92401,153634
 New York,2,Brooklyn,Brooklyn 2,361,11.6,5.3,6.1,23.8,10.8,21.1,6.4,8.6,1.1,5.3,39712,54844
 New York,3.01,Brooklyn,Brooklyn 3.01,1873,3.6,1.1,0.0,9.8,8.6,1.8,8.3,17.9,12.2,36.6,143803,289499
 New York,5.01,Brooklyn,Brooklyn 5.01,1788,2.8,6.6,5.6,2.0,2.3,7.0,7.7,21.0,11.2,33.7,142922,196402
 New York,5.02,Brooklyn,Brooklyn 5.02,1522,3.0,5.0,5.9,4.5,4.1,7.9,10.5,18.7,15.3,25.1,107425,158845
 New York,7,Brooklyn,Brooklyn 7,1775,6.2,1.6,1.1,3.9,4.8,8.2,6.0,14.6,15.7,37.9,157992,252942
 New York,9,Brooklyn,Brooklyn 9,2048,2.6,0.0,0.8,2.3,6.9,7.3,10.9,14.6,14.8,39.7,164600,246418
 New York,11,Brooklyn,Brooklyn 11,757,3.3,2.6,2.5,0.9,0.8,4.4,11.2,28.1,19.6,26.6,136417,163655
 New York,13,Brooklyn,Brooklyn 13,932,1.9,1.1,4.5,5.5,8.2,11.8,10.0,26.7,11.6,18.8,108250,139065
 New York,15,Brooklyn,Brooklyn 15,3664,13.0,4.4,7.0,2.4,7.4,9.7,5.6,16.5,13.9,19.9,105042,137340
 New York,18,Brooklyn,Brooklyn 18,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,20,Brooklyn,Brooklyn 20,407,6.1,0.0,8.4,21.4,11.8,16.7,14.3,14.5,3.4,3.4,52563,70444
 New York,21,Brooklyn,Brooklyn 21,2112,1.4,0.9,0.0,2.1,0.9,6.9,7.9,14.5,12.4,53.2,214732,269720
 New York,22,Brooklyn,Brooklyn 22,1595,10.0,7.5,15.0,8.1,16.4,18.6,8.6,7.0,2.6,6.3,41162,64351
 New York,23,Brooklyn,Brooklyn 23,1612,23.1,13.8,24.1,13.2,11.0,5.4,3.3,6.1,0.0,0.0,19421,28722
 New York,29.01,Brooklyn,Brooklyn 29.01,1349,18.0,4.4,21.4,18.0,17.8,6.8,4.3,5.2,4.1,0.0,30009,38982
 New York,30,Brooklyn,Brooklyn 30,630,6.2,6.0,10.0,9.2,7.6,6.8,13.8,15.4,9.8,15.1,83182,109410
 New York,31,Brooklyn,Brooklyn 31,1073,2.8,2.1,3.4,4.4,11.2,11.6,11.9,18.6,16.9,17.1,107132,126081
 New York,33,Brooklyn,Brooklyn 33,1908,6.5,2.9,0.7,4.2,6.1,9.8,7.6,19.4,16.9,25.9,137109,184945
 New York,34,Brooklyn,Brooklyn 34,1237,6.6,5.0,9.8,2.8,13.2,12.6,11.0,19.6,7.1,12.3,74965,96593
 New York,35,Brooklyn,Brooklyn 35,968,9.0,3.7,6.5,2.9,11.8,9.4,10.3,19.3,4.8,22.3,87115,140208
 New York,36,Brooklyn,Brooklyn 36,1796,4.2,4.8,9.5,9.7,7.9,15.4,9.1,19.7,6.2,13.6,72759,101796
 New York,37,Brooklyn,Brooklyn 37,843,5.7,0.0,3.1,5.0,4.7,6.2,9.5,14.5,17.6,33.8,153606,168973
 New York,38,Brooklyn,Brooklyn 38,624,3.7,7.2,9.0,8.7,9.1,16.3,9.6,16.2,3.7,16.5,70833,102524
 New York,39,Brooklyn,Brooklyn 39,1176,1.8,1.6,12.3,7.7,4.1,8.9,10.6,19.1,13.4,20.5,110278,133168
 New York,41,Brooklyn,Brooklyn 41,1375,2.3,0.6,2.9,6.0,1.5,7.8,11.1,22.2,10.3,35.3,140104,208806
 New York,43,Brooklyn,Brooklyn 43,1631,9.1,1.5,5.2,2.6,8.5,4.2,7.0,15.6,12.6,33.7,133536,194014
 New York,44,Brooklyn,Brooklyn 44,986,0.0,4.4,3.4,1.0,11.9,15.5,5.3,19.6,12.6,26.4,116000,157442
 New York,45,Brooklyn,Brooklyn 45,1671,4.7,2.8,2.3,3.2,2.9,9.2,7.1,21.0,12.1,34.6,145884,180057
 New York,46,Brooklyn,Brooklyn 46,491,1.4,1.4,3.9,6.5,11.6,9.8,14.7,9.0,10.0,31.8,105481,159382
 New York,47,Brooklyn,Brooklyn 47,776,3.5,6.1,2.3,4.8,1.4,16.0,14.4,14.6,8.2,28.7,108864,157492
 New York,49,Brooklyn,Brooklyn 49,997,5.2,0.8,0.0,1.0,3.3,9.2,4.9,23.3,18.5,33.8,155341,224990
 New York,50,Brooklyn,Brooklyn 50,968,4.9,0.5,2.8,4.5,4.8,13.1,13.1,23.0,17.5,15.8,108571,149300
 New York,51,Brooklyn,Brooklyn 51,1084,4.3,4.0,0.0,7.2,5.1,11.2,15.5,12.1,10.6,30.1,101389,160435
 New York,52.01,Brooklyn,Brooklyn 52.01,1071,18.8,20.3,10.2,4.9,4.0,10.3,4.2,8.5,6.6,12.3,26181,84456
 New York,52.02,Brooklyn,Brooklyn 52.02,1351,5.0,5.5,8.3,8.4,6.4,20.1,10.8,18.9,7.0,9.6,72159,90052
 New York,53,Brooklyn,Brooklyn 53,958,6.9,4.6,5.3,4.7,8.4,7.5,9.9,20.5,12.8,19.4,101806,124844
 New York,54,Brooklyn,Brooklyn 54,1603,5.6,4.7,11.1,6.5,6.9,14.8,9.2,15.8,10.5,14.9,75580,119667
 New York,56.01,Brooklyn,Brooklyn 56.01,1390,6.8,4.3,4.3,10.3,10.2,15.7,14.4,21.9,4.2,7.9,72188,85849
 New York,56.02,Brooklyn,Brooklyn 56.02,869,7.2,4.5,13.3,5.5,7.7,16.0,12.2,21.2,1.6,10.7,64617,87860
 New York,58,Brooklyn,Brooklyn 58,1374,11.4,8.2,8.6,8.3,14.3,11.5,8.7,18.0,2.2,8.9,49329,80075
 New York,59,Brooklyn,Brooklyn 59,556,2.3,3.4,11.9,2.7,9.5,21.4,11.5,20.5,12.6,4.1,73542,88638
 New York,60,Brooklyn,Brooklyn 60,1011,5.4,6.1,9.5,0.7,4.3,17.6,9.6,23.5,9.3,13.9,98271,117329
 New York,62,Brooklyn,Brooklyn 62,1102,5.2,3.9,7.3,12.3,6.3,17.3,11.7,16.1,4.5,15.5,70208,106704
 New York,63,Brooklyn,Brooklyn 63,917,2.4,0.9,3.3,9.2,6.7,7.5,7.3,23.4,10.5,28.9,119519,157513
 New York,64,Brooklyn,Brooklyn 64,1321,4.7,3.0,12.0,5.9,10.4,14.0,17.3,18.1,5.3,9.2,74931,101059
 New York,65,Brooklyn,Brooklyn 65,2436,3.9,1.8,3.2,1.2,3.7,7.2,11.0,9.7,26.6,31.7,165000,199571
 New York,66,Brooklyn,Brooklyn 66,1546,11.3,1.7,5.8,10.6,9.9,19.5,11.2,15.4,6.2,8.5,65511,86344
 New York,67,Brooklyn,Brooklyn 67,1523,2.7,1.8,1.6,2.7,3.5,13.7,5.2,14.9,13.8,40.2,168194,227543
 New York,68,Brooklyn,Brooklyn 68,1823,7.1,4.4,13.3,6.8,18.7,18.0,12.4,12.3,2.2,4.9,48906,65321
 New York,69,Brooklyn,Brooklyn 69,1698,5.1,0.5,3.8,2.8,0.8,10.2,10.8,18.2,15.3,32.6,142727,190746
 New York,70,Brooklyn,Brooklyn 70,1048,6.1,4.7,6.9,12.7,10.8,13.4,15.3,10.7,10.3,9.3,72552,99770
 New York,71,Brooklyn,Brooklyn 71,1762,13.7,4.7,13.6,16.2,7.9,9.0,10.3,12.3,5.3,7.0,36987,75172
 New York,72,Brooklyn,Brooklyn 72,592,1.5,18.4,17.1,8.4,15.4,13.7,13.9,10.6,1.0,0.0,40588,50980
 New York,74,Brooklyn,Brooklyn 74,1443,10.2,4.6,23.6,11.6,6.2,14.6,8.7,9.8,3.7,7.1,34965,66060
 New York,75,Brooklyn,Brooklyn 75,2055,4.0,1.2,1.5,5.5,2.4,10.9,10.5,15.6,13.6,34.9,143456,230698
 New York,76,Brooklyn,Brooklyn 76,1402,6.1,7.1,16.8,10.4,14.1,17.8,9.7,6.8,1.3,9.9,41313,70905
 New York,77,Brooklyn,Brooklyn 77,2139,10.8,1.5,5.0,5.2,4.9,5.3,2.8,13.8,18.1,32.7,150764,194262
 New York,78,Brooklyn,Brooklyn 78,1488,8.1,4.6,12.5,9.3,14.5,16.2,11.6,11.6,4.9,6.7,51250,74697
 New York,80,Brooklyn,Brooklyn 80,1207,3.2,8.9,9.0,6.0,9.4,26.8,10.6,14.9,5.4,5.7,59630,78266
 New York,82,Brooklyn,Brooklyn 82,1397,6.3,18.9,12.2,6.6,15.2,8.7,5.9,13.7,5.2,7.2,38567,76803
 New York,84,Brooklyn,Brooklyn 84,1156,8.1,5.4,5.4,8.7,19.5,16.4,16.6,9.1,5.2,5.6,54265,72868
 New York,85,Brooklyn,Brooklyn 85,3103,34.0,20.5,11.6,11.1,12.3,8.3,0.5,0.6,0.6,0.5,12492,27224
 New York,86,Brooklyn,Brooklyn 86,0,0,0,0,0,0,0,0,0,0,0,0,0
 New York,88,Brooklyn,Brooklyn 88,1151,4.7,3.7,4.2,11.8,11.4,26.0,15.8,16.7,4.6,1.1,62388,70280
 New York,90,Brooklyn,Brooklyn 90,863,3.7,9.4,2.1,18.8,27.8,6.6,9.0,13.3,3.9,5.3,41862,64531
 New York,92,Brooklyn,Brooklyn 92,1698,10.8,12.4,9.8,8.4,16.8,15.0,9.7,8.5,4.1,4.5,45333,61830
 New York,94,Brooklyn,Brooklyn 94,1492,2.6,9.1,15.9,7.3,19.2,18.7,10.6,8.2,3.9,4.4,43729,65126
 New York,96,Brooklyn,Brooklyn 96,1855,3.8,9.3,17.4,10.9,11.1,16.2,7.3,14.6,7.1,2.4,43815,67449
